Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,biotic_regm,Bytes,Center Name,chem_administration,coll_site_geo_feat,Collection_Date,Consent,Cow_number,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_broad_scale,env_local_scale,env_medium,Experiment,food_origin,food_prod_char,food_product_type,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,IFSAC_Category,Instrument,intended_consumer,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,progressive,purpose_of_sampling,ReleaseDate,create_date,version,samp_mat_type,Sample Name,sampling_timepoint,SRA Study
SRR29232851,AMPLICON,306,13464190,PRJNA1103402,SAMN41053153,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT118 strain,8643488,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,902,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751729,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_92_S92,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B276G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],92_S92,T2,SRP510782
SRR29232852,AMPLICON,400,31685027,PRJNA1103402,SAMN41053152,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT117 strain,20103560,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,902,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751728,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_91_S91,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A273F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],91_S91,T2,SRP510782
SRR29232853,AMPLICON,435,12933792,PRJNA1103402,SAMN41053175,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,8032127,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1137,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751727,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_114_S114,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D342M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],114_S114,T2,SRP510782
SRR29232854,AMPLICON,439,22481689,PRJNA1103402,SAMN41053151,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT116 strain,13983094,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,850,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751726,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_90_S90,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E270M,Industry internal investigation,2024-06-17T00:00:00Z,2024-06-12T17:42:00Z,1,Milk: [UBERON:0001913],90_S90,T2,SRP510782
SRR29232855,AMPLICON,347,17822767,PRJNA1103402,SAMN41053069,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT34 strain,11418016,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,833,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751725,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_8_S8,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C24G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],8_S8,T0,SRP510782
SRR29232856,AMPLICON,364,29483108,PRJNA1103402,SAMN41053150,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT115 strain,18604875,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,850,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751724,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_89_S89,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D267L,Industry internal investigation,2024-06-17T00:00:00Z,2024-06-12T17:42:00Z,1,Milk: [UBERON:0001913],89_S89,T2,SRP510782
SRR29232857,AMPLICON,170,37609149,PRJNA1103402,SAMN41053149,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT114 strain,24885495,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,833,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751723,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_88_S88,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C264I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],88_S88,T2,SRP510782
SRR29232858,AMPLICON,196,27696909,PRJNA1103402,SAMN41053148,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT113 strain,18165581,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,833,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751722,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_87_S87,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B261H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],87_S87,T2,SRP510782
SRR29232859,AMPLICON,158,25884341,PRJNA1103402,SAMN41053147,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT112 strain,17314581,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,771,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751721,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_86_S86,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A258G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],86_S86,T2,SRP510782
SRR29232860,AMPLICON,187,30001928,PRJNA1103402,SAMN41053146,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT111 strain,19584299,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,771,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751720,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_85_S85,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E255F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],85_S85,T2,SRP510782
SRR29232861,AMPLICON,291,28438549,PRJNA1103402,SAMN41053213,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,18613237,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1129,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751719,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_152_S152,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B456G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],152_S152,T3,SRP510782
SRR29232862,AMPLICON,355,12385418,PRJNA1103402,SAMN41053212,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,7811692,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1129,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751718,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_151_S151,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A453F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],151_S151,T3,SRP510782
SRR29232863,AMPLICON,414,10599379,PRJNA1103402,SAMN41053211,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,6729055,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1123,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751717,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_150_S150,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E450M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],150_S150,T3,SRP510782
SRR29232864,AMPLICON,463,17006984,PRJNA1103402,SAMN41053075,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT40 strain,10591320,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,917,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751716,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_14_S14,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D42G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],14_S14,T0,SRP510782
SRR29232865,AMPLICON,394,33768604,PRJNA1103402,SAMN41053210,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,21753698,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1123,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751715,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_149_S149,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D447L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],149_S149,T3,SRP510782
SRR29232866,AMPLICON,415,28671872,PRJNA1103402,SAMN41053209,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,17882439,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1113,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751714,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_148_S148,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C444I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],148_S148,T3,SRP510782
SRR29232867,AMPLICON,423,18214953,PRJNA1103402,SAMN41053208,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,11412558,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1113,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751713,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_147_S147,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B441H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],147_S147,T3,SRP510782
SRR29232868,AMPLICON,370,18256036,PRJNA1103402,SAMN41053207,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,11541491,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1097,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751712,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_146_S146,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A438G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],146_S146,T3,SRP510782
SRR29232869,AMPLICON,438,18677852,PRJNA1103402,SAMN41053166,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,11632680,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1097,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751711,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_105_S105,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E315H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],105_S105,T2,SRP510782
SRR29232870,AMPLICON,303,17585515,PRJNA1103402,SAMN41053206,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,11141960,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1097,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751710,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_145_S145,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E435F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],145_S145,T3,SRP510782
SRR29232871,AMPLICON,346,14585077,PRJNA1103402,SAMN41053205,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,9376841,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1087,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751709,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_144_S144,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D432M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],144_S144,T3,SRP510782
SRR29232872,AMPLICON,378,16359257,PRJNA1103402,SAMN41053204,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,10320422,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1087,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751708,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_143_S143,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C429L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],143_S143,T3,SRP510782
SRR29232873,AMPLICON,339,15239536,PRJNA1103402,SAMN41053203,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,9804671,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1071,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751707,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_142_S142,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B426I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],142_S142,T3,SRP510782
SRR29232874,AMPLICON,412,15683723,PRJNA1103402,SAMN41053202,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,9934162,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1071,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751706,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_141_S141,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A423H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],141_S141,T3,SRP510782
SRR29232875,AMPLICON,439,68079363,PRJNA1103402,SAMN41053201,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT166 strain,44277045,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,1043,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751705,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_140_S140,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E420G,Industry internal investigation,2024-06-17T00:00:00Z,2024-06-12T17:42:00Z,1,Milk: [UBERON:0001913],140_S140,T3,SRP510782
SRR29232876,AMPLICON,445,30491493,PRJNA1103402,SAMN41053074,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT39 strain,19500674,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,917,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751704,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_13_S13,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C39F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],13_S13,T0,SRP510782
SRR29232877,AMPLICON,216,39854922,PRJNA1103402,SAMN41053145,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT110 strain,25478589,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,763,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751703,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_84_S84,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D252M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],84_S84,T2,SRP510782
SRR29232878,AMPLICON,223,60862411,PRJNA1103402,SAMN41053144,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT109 strain,39419280,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,763,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751702,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_83_S83,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C249L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],83_S83,T2,SRP510782
SRR29232879,AMPLICON,371,60235517,PRJNA1103402,SAMN41053143,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT108 strain,38806933,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,76,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751701,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_82_S82,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B246I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],82_S82,T2,SRP510782
SRR29232880,AMPLICON,392,20330966,PRJNA1103402,SAMN41053174,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,12709106,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1137,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751700,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_113_S113,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C339L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],113_S113,T2,SRP510782
SRR29232881,AMPLICON,349,39676952,PRJNA1103402,SAMN41053142,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT107 strain,25153811,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,76,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751699,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_81_S81,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A243H,Industry internal investigation,2024-06-17T00:00:00Z,2024-06-12T17:42:00Z,1,Milk: [UBERON:0001913],81_S81,T2,SRP510782
