Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,biotic_regm,Bytes,Center Name,chem_administration,coll_site_geo_feat,Collection_Date,Consent,Cow_number,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_broad_scale,env_local_scale,env_medium,Experiment,food_origin,food_prod_char,food_product_type,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,IFSAC_Category,Instrument,intended_consumer,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,progressive,purpose_of_sampling,ReleaseDate,create_date,version,samp_mat_type,Sample Name,sampling_timepoint,SRA Study
SRR29232882,AMPLICON,453,8481930,PRJNA1103402,SAMN41053141,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,5746519,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1177,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751698,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_80_S80,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E240G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],80_S80,T1,SRP510782
SRR29232883,AMPLICON,336,25676365,PRJNA1103402,SAMN41053068,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT33 strain,16473896,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,833,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751697,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_7_S7,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B21F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],7_S7,T0,SRP510782
SRR29232884,AMPLICON,414,14527573,PRJNA1103402,SAMN41053140,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,9148658,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1177,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751696,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_79_S79,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D237F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],79_S79,T1,SRP510782
SRR29232885,AMPLICON,340,11111500,PRJNA1103402,SAMN41053139,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,7185770,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1171,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751695,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_78_S78,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C234M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],78_S78,T1,SRP510782
SRR29232886,AMPLICON,372,10682718,PRJNA1103402,SAMN41053138,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,6767285,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1171,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751694,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_77_S77,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B231L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],77_S77,T1,SRP510782
SRR29232887,AMPLICON,398,11031683,PRJNA1103402,SAMN41053137,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,6954364,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1145,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751693,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_76_S76,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A228I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],76_S76,T1,SRP510782
SRR29232888,AMPLICON,324,22912606,PRJNA1103402,SAMN41053136,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,14540758,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1145,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751692,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_75_S75,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E225H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],75_S75,T1,SRP510782
SRR29232889,AMPLICON,461,21809744,PRJNA1103402,SAMN41053135,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,14434576,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1137,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751691,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_74_S74,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D222G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],74_S74,T1,SRP510782
SRR29232890,AMPLICON,339,20853160,PRJNA1103402,SAMN41053134,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,13498202,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1137,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751690,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_73_S73,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C219F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],73_S73,T1,SRP510782
SRR29232891,AMPLICON,420,14564699,PRJNA1103402,SAMN41053173,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,9397612,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1129,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751689,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_112_S112,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B336I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],112_S112,T2,SRP510782
SRR29232892,AMPLICON,309,13341413,PRJNA1103402,SAMN41053133,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,8549565,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1129,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751688,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_72_S72,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B216M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],72_S72,T1,SRP510782
SRR29232893,AMPLICON,294,7059209,PRJNA1103402,SAMN41053106,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT71 strain,4615185,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,771,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751687,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_45_S45,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E135H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],45_S45,T1,SRP510782
SRR29232894,AMPLICON,362,6544020,PRJNA1103402,SAMN41053105,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT70 strain,4179949,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,763,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751686,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_44_S44,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D132G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],44_S44,T1,SRP510782
SRR29232895,AMPLICON,241,7149409,PRJNA1103402,SAMN41053104,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT69 strain,4647121,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,763,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751685,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_43_S43,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C129F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],43_S43,T1,SRP510782
SRR29232896,AMPLICON,418,25433751,PRJNA1103402,SAMN41053103,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT68 strain,16407279,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,76,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751684,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_42_S42,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B126M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],42_S42,T1,SRP510782
SRR29232897,AMPLICON,357,32083793,PRJNA1103402,SAMN41053102,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT67 strain,20577183,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,76,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751683,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_41_S41,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A123L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],41_S41,T1,SRP510782
SRR29232898,AMPLICON,429,8045975,PRJNA1103402,SAMN41053101,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,5246418,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1177,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751682,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_40_S40,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E120I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],40_S40,T0,SRP510782
SRR29232899,AMPLICON,409,21751529,PRJNA1103402,SAMN41053064,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT29 strain,13532029,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,763,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751681,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_3_S3,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C9H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],3_S3,T0,SRP510782
SRR29232900,AMPLICON,368,7004620,PRJNA1103402,SAMN41053100,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,4505493,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1177,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751680,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_39_S39,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D117H,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],39_S39,T0,SRP510782
SRR29232901,AMPLICON,350,5942113,PRJNA1103402,SAMN41053099,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,3784451,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1171,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751679,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_38_S38,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C114G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],38_S38,T0,SRP510782
SRR29232902,AMPLICON,417,13973108,PRJNA1103402,SAMN41053098,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,9071626,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1171,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751678,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_37_S37,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B111F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],37_S37,T0,SRP510782
SRR29232903,AMPLICON,414,12352255,PRJNA1103402,SAMN41053170,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,7684434,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1123,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751677,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_109_S109,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D327F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],109_S109,T2,SRP510782
SRR29232904,AMPLICON,322,17213582,PRJNA1103402,SAMN41053097,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,10904923,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1145,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751676,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_36_S36,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A108M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],36_S36,T0,SRP510782
SRR29232905,AMPLICON,461,27269246,PRJNA1103402,SAMN41053096,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,17658190,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1145,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751675,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_35_S35,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E105L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],35_S35,T0,SRP510782
SRR29232906,AMPLICON,425,23591616,PRJNA1103402,SAMN41053095,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,14847001,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1137,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751674,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_34_S34,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D102I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],34_S34,T0,SRP510782
SRR29232907,AMPLICON,283,12119919,PRJNA1103402,SAMN41053200,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT165 strain,7770443,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,1043,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751673,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_139_S139,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D417F,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],139_S139,T3,SRP510782
SRR29232908,AMPLICON,389,18755399,PRJNA1103402,SAMN41053199,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT164 strain,11937923,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,929,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751672,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_138_S138,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,C414M,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],138_S138,T3,SRP510782
SRR29232909,AMPLICON,331,18151788,PRJNA1103402,SAMN41053198,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT163 strain,11590290,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,929,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751671,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_137_S137,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,B411L,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:32:00Z,1,Milk: [UBERON:0001913],137_S137,T3,SRP510782
SRR29232910,AMPLICON,344,17687003,PRJNA1103402,SAMN41053165,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",none,11431996,NATIONAL RESEARCH COUNCIL (CNR),Commercial disinfectant,Farm: ENVO:00000078,Not available,public,1087,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751670,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_104_S104,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,D312G,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],104_S104,T2,SRP510782
SRR29232911,AMPLICON,387,16922225,PRJNA1103402,SAMN41053197,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT162 strain,10721595,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,925,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751669,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_136_S136,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,A408I,Industry internal investigation,2024-06-17T00:00:00Z,2024-05-30T08:33:00Z,1,Milk: [UBERON:0001913],136_S136,T3,SRP510782
SRR29232912,AMPLICON,381,18884141,PRJNA1103402,SAMN41053196,"MIMS.me,MIGS/MIMS/MIMARKS.food-animal",Lc. cremoris FT161 strain,11748746,NATIONAL RESEARCH COUNCIL (CNR),none,Farm: ENVO:00000078,Not available,public,925,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Not applicable,Diary cow [FOODON:03411201],Mammary gland fluid/secretion: [UBERON_0006539],Animal milk: [FOODON_02010012],SRX24751668,Italy,Dairy,Cow milk [FOODON:00001257],Italy,Europe,Italy: Lombardy region,Land animals:Dairy:Fluid milk,Illumina MiSeq,not applicable,Not available,seq_135_S135,PAIRED,PCR,METAGENOMIC,milk metagenome,ILLUMINA,E405H,Industry internal investigation,2024-06-17T00:00:00Z,2024-06-12T17:42:00Z,1,Milk: [UBERON:0001913],135_S135,T3,SRP510782
